ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment
northeuralex-abk-321_roof-1,abkh1244,ɑχɨb,,,ROOF,,
northeuralex-abk-324_spade-1,abkh1244,ɑʐɨɡɑ,,,SPADE,,
northeuralex-abk-325_shovel-1,abkh1244,ɑtʰəɑrʁəɨ,,,SHOVEL,,
northeuralex-abk-326_fork-1,abkh1244,ɑt͡ʃʰkʰʲipʰ,,,FORK,,
northeuralex-abk-329_nail-1,abkh1244,ɑt͡sʼəɨmʁ,,,NAIL (TOOL),,
northeuralex-abk-34_foot-1,abkh1244,ɑʃɑpʼsɨrɡəɨt͡sʼɑ,,,FOOT,,
northeuralex-abk-363_leather-1,abkh1244,ɑt͡sʰəɑ,,,LEATHER,,
northeuralex-abk-369_knot-1,abkh1244,áikʰəħəɑlɑ,,,KNOT,,
northeuralex-abk-373_collar-1,abkh1244,ɑχədɑ,,,COLLAR,,
northeuralex-abk-376_belt-1,abkh1244,ɑmɑqʼɑ,,,BELT,,
northeuralex-abk-378_shoe-1,abkh1244,áimɑː,,,SHOE,,
northeuralex-abk-38_leg-1,abkh1244,ɑʃɑpʼɨ,,,LEG,,
northeuralex-abk-39_body-1,abkh1244,ɑt͡sʰəɛiʒ,,,BODY,,
northeuralex-abk-3_nose-1,abkh1244,ɑpʰɨnt͡sʼɑ,,,NOSE,,
northeuralex-abk-408_book-1,abkh1244,ɑʂəqʼəɨ,,,BOOK,,
northeuralex-abk-40_skin-1,abkh1244,ɑt͡sʰəɑ,,,SKIN,,
northeuralex-abk-42_vein-1,abkh1244,ɑdɑ,,,VEIN,,
northeuralex-abk-43_sinew-1,abkh1244,ɑdɑʂ,,,TENDON,,
northeuralex-abk-44_bone-1,abkh1244,ábɑɥ,,,BONE,,
northeuralex-abk-46_heart-1,abkh1244,ɑɡəɨ,,,HEART,,
northeuralex-abk-48_liver-1,abkh1244,ɑɡəɑt͡sʼəɑ,,,LIVER,,
northeuralex-abk-4_mouth-1,abkh1244,ɑpʰɨʂə,,,MOUTH,,
northeuralex-abk-56_sky-1,abkh1244,ɑʐəɥɑn,,,SKY,,
northeuralex-abk-57_sun-1,abkh1244,ɑmrɑ,,,SUN,,
northeuralex-abk-59_star-1,abkh1244,ɑɛt͡sʼəɑ,,,STAR,,
northeuralex-abk-5_tooth-1,abkh1244,ɑχɑpʰɨt͡sʰ,,,TOOTH,,
northeuralex-abk-6_tongue-1,abkh1244,ɑbz,,,TONGUE,,
northeuralex-abk-70_fire-1,abkh1244,ɑmt͡sʰɑ,,,FIRE,,
northeuralex-abk-7_lip-1,abkh1244,ɑkʰʲiʂə,,,LIP,,
northeuralex-abk-89_lake-1,abkh1244,ɑd͡ziɑ,,,LAKE,,
northeuralex-abk-94_hill-1,abkh1244,ɑχəɨ,,,HILL,,
northeuralex-abk-96_mountain-1,abkh1244,ɑʃχɑ,,,MOUNTAIN,,
northeuralex-abk-97_summit-1,abkh1244,ɑt͡sʰəkʰəɑ,,,SUMMIT,,
northeuralex-abk-9_face-1,abkh1244,ɑʈʈ͡ʂʼɨ,,,FACE,,
northeuralex-ady-103_shore-1,adyg1241,napqə,,,SHORE OF LAKE,,
northeuralex-ady-10_forehead-1,adyg1241,naːˈtʼa,,,FOREHEAD,,
northeuralex-ady-111_root-1,adyg1241,ɬaːpˈsa,,,ROOT,,
northeuralex-ady-112_tree-1,adyg1241,t͡ɕəˈɣə,,,TREE,,
northeuralex-ady-113_trunk-1,adyg1241,pqə,,,TREE TRUNK,,
northeuralex-ady-114_bark-1,adyg1241,pχaːˈʂʷa,,,BARK,,
northeuralex-ady-115_limb-1,adyg1241,kʷaːma,,,BRANCH,,
northeuralex-ady-117_leaf-1,adyg1241,tħaːp,,,LEAF,,
northeuralex-ady-11_hair-1,adyg1241,ʂħaːˈt͡sə,,,HAIR,,
northeuralex-ady-129_egg-1,adyg1241,kʼanˈkʼa,,,EGG,,
northeuralex-ady-16_throat-1,adyg1241,t͡ʃəj,,,THROAT,,
northeuralex-ady-175_seed-1,adyg1241,t͡ʃəlaːpχ,,,SEED,,
northeuralex-ady-178_peelhusk-1,adyg1241,ˈt͡ʃʼəʂʷə,,,SKIN (OF FRUIT),,
northeuralex-ady-17_neck-1,adyg1241,pʂa,,,NECK,,
northeuralex-ady-18_nape-1,adyg1241,ʂħapxatəkʷə,,,NAPE (OF NECK),,
northeuralex-ady-19_head-1,adyg1241,ʂˈħa,,,HEAD,,
northeuralex-ady-1_eye-1,adyg1241,na,,,EYE,,
northeuralex-ady-20_back-1,adyg1241,t͡ʃʼəˈbə,,,BACK,,
northeuralex-ady-21_belly-1,adyg1241,nəˈba,,,BELLY,,
northeuralex-ady-25_shoulder-1,adyg1241,bləpq,,,SHOULDER,,
northeuralex-ady-268_side-1,adyg1241,ɬaˈnəqʷə,,,SIDE,,
northeuralex-ady-273_edge-1,adyg1241,t͡saɣanaːɬ,,,EDGE,,
northeuralex-ady-274_corner-1,adyg1241,qʷaʁʷə,,,CORNER,,
northeuralex-ady-275_tip-1,adyg1241,paːkʼa,,,TIP (OF OBJECT),,
northeuralex-ady-277_hole-1,adyg1241,ˈʁʷaːn,,,HOLE,,
northeuralex-ady-27_elbow-1,adyg1241,anˈtaʁʷə,,,ELBOW,,
northeuralex-ady-288_oar-1,adyg1241,qʷaʂʷaˈbaɕ,,,OAR,,
northeuralex-ady-28_hand-1,adyg1241,atħat͡sʷə,,,HAND,,
northeuralex-ady-2_ear-1,adyg1241,tħaːkʷʼ́m,,,EAR,,
northeuralex-ady-304_stick-1,adyg1241,baɕ,,,STICK,,
northeuralex-ady-314_bed-1,adyg1241,pʼakʼ̈war,,,BED,,
northeuralex-ady-318_door-1,adyg1241,pt͡ɕa,,,DOOR,,
northeuralex-ady-31_fingernail-1,adyg1241,abˈʐaːn,,,FINGERNAIL,,
northeuralex-ady-321_roof-1,adyg1241,ʂˈħa,,,ROOF,,
northeuralex-ady-324_spade-1,adyg1241,qaːzˈʁər,,,SPADE,,
northeuralex-ady-325_shovel-1,adyg1241,xaʔaːɬ,,,SHOVEL,,
northeuralex-ady-326_fork-1,adyg1241,t͡saːt͡sa,,,FORK,,
northeuralex-ady-329_nail-1,adyg1241,ʁʷət͡ʃʼəʔʷ́n,,,NAIL (TOOL),,
northeuralex-ady-34_foot-1,adyg1241,ɬaɡʷə,,,FOOT,,
northeuralex-ady-363_leather-1,adyg1241,ˈt͡ʃʼəʂʷə,,,LEATHER,,
northeuralex-ady-369_knot-1,adyg1241,zaqʷad͡zaːpʼa,,,KNOT,,
northeuralex-ady-373_collar-1,adyg1241,pʂaːpʼ,,,COLLAR,,
northeuralex-ady-376_belt-1,adyg1241,bɣəˈrəpx,,,BELT,,
northeuralex-ady-38_leg-1,adyg1241,ɬaːˈqʷa,,,LEG,,
northeuralex-ady-39_body-1,adyg1241,pqəʂʷal,,,BODY,,
northeuralex-ady-3_nose-1,adyg1241,pa,,,NOSE,,
northeuralex-ady-408_book-1,adyg1241,tˈxəɬ,,,BOOK,,
northeuralex-ady-40_skin-1,adyg1241,ˈt͡ʃʼəʂʷə,,,SKIN,,
northeuralex-ady-42_vein-1,adyg1241,lʲətf,,,VEIN,,
northeuralex-ady-43_sinew-1,adyg1241,fa,,,TENDON,,
northeuralex-ady-44_bone-1,adyg1241,qʷəpʂˈħa,,,BONE,,
northeuralex-ady-46_heart-1,adyg1241,ɡʷə,,,HEART,,
northeuralex-ady-48_liver-1,adyg1241,ʃʷʼ,,,LIVER,,
northeuralex-ady-4_mouth-1,adyg1241,ʒa,,,MOUTH,,
northeuralex-ady-56_sky-1,adyg1241,wəaːˈʂʷa,,,SKY,,
northeuralex-ady-57_sun-1,adyg1241,təʁa,,,SUN,,
northeuralex-ady-59_star-1,adyg1241,ʐʷaːˈʁʷa,,,STAR,,
northeuralex-ady-5_tooth-1,adyg1241,t͡sa,,,TOOTH,,
northeuralex-ady-6_tongue-1,adyg1241,bzaɡʷə,,,TONGUE,,
northeuralex-ady-70_fire-1,adyg1241,maːʃʼ̈wa,,,FIRE,,
northeuralex-ady-7_lip-1,adyg1241,ʷəpˈʃʼa,,,LIP,,
northeuralex-ady-89_lake-1,adyg1241,xəkʷ́m,,,LAKE,,
northeuralex-ady-89_lake-2,adyg1241,psəχʷəˈraːj,,,LAKE,,
northeuralex-ady-94_hill-1,adyg1241,ʷaːʂħ,,,HILL,,
northeuralex-ady-96_mountain-1,adyg1241,qʷəʂˈħa,,,MOUNTAIN,,
northeuralex-ady-97_summit-1,adyg1241,ʃəɡʷə,,,SUMMIT,,
northeuralex-ady-9_face-1,adyg1241,ˈnaɡʷə,,,FACE,,
northeuralex-ain-103_shore-1,ainu1240,t͡sa,,,SHORE OF LAKE,,
northeuralex-ain-10_forehead-1,ainu1240,keputuɾu,,,FOREHEAD,,
northeuralex-ain-111_root-1,ainu1240,sinɾit,,,ROOT,,
northeuralex-ain-112_tree-1,ainu1240,ni,,,TREE,,
northeuralex-ain-113_trunk-1,ainu1240,nitumam,,,TREE TRUNK,,
northeuralex-ain-114_bark-1,ainu1240,nijaɾakap,,,BARK,,
northeuralex-ain-115_limb-1,ainu1240,nitek,,,BRANCH,,
northeuralex-ain-117_leaf-1,ainu1240,ham,,,LEAF,,
northeuralex-ain-11_hair-1,ainu1240,otop,,,HAIR,,
northeuralex-ain-129_egg-1,ainu1240,nok,,,EGG,,
northeuralex-ain-16_throat-1,ainu1240,seuɾi,,,THROAT,,
northeuralex-ain-175_seed-1,ainu1240,tane,,,SEED,,
northeuralex-ain-178_peelhusk-1,ainu1240,kap,,,SKIN (OF FRUIT),,
northeuralex-ain-17_neck-1,ainu1240,ɾekut͡si,,,NECK,,
northeuralex-ain-18_nape-1,ainu1240,ok,,,NAPE (OF NECK),,
northeuralex-ain-19_head-1,ainu1240,pa,,,HEAD,,
northeuralex-ain-1_eye-1,ainu1240,sik,,,EYE,,
northeuralex-ain-20_back-1,ainu1240,setuɾu,,,BACK,,
northeuralex-ain-21_belly-1,ainu1240,honi,,,BELLY,,
northeuralex-ain-25_shoulder-1,ainu1240,tapsutu,,,SHOULDER,,
northeuralex-ain-268_side-1,ainu1240,utoɾosam,,,SIDE,,
northeuralex-ain-273_edge-1,ainu1240,paɾuɾuɡe,,,EDGE,,
northeuralex-ain-274_corner-1,ainu1240,sikːeu,,,CORNER,,
northeuralex-ain-275_tip-1,ainu1240,etu,,,TIP (OF OBJECT),,
northeuralex-ain-277_hole-1,ainu1240,pui,,,HOLE,,
northeuralex-ain-277_hole-2,ainu1240,sui,,,HOLE,,
northeuralex-ain-27_elbow-1,ainu1240,sitːok,,,ELBOW,,
northeuralex-ain-288_oar-1,ainu1240,assap,,,OAR,,
northeuralex-ain-28_hand-1,ainu1240,tek,,,HAND,,
northeuralex-ain-2_ear-1,ainu1240,kisaɾ,,,EAR,,
northeuralex-ain-304_stick-1,ainu1240,kanːi,,,STICK,,
northeuralex-ain-314_bed-1,ainu1240,sotki,,,BED,,
northeuralex-ain-318_door-1,ainu1240,apausta,,,DOOR,,
northeuralex-ain-31_fingernail-1,ainu1240,ami,,,FINGERNAIL,,
northeuralex-ain-321_roof-1,ainu1240,t͡sise͡ɪ_kita͡ɪ,,,ROOF,,
northeuralex-ain-324_spade-1,ainu1240,kanitoitap,,,SPADE,,
northeuralex-ain-325_shovel-1,ainu1240,kep,,,SHOVEL,,
northeuralex-ain-329_nail-1,ainu1240,kuŋɡi,,,NAIL (TOOL),,
northeuralex-ain-34_foot-1,ainu1240,uɾe,,,FOOT,,
northeuralex-ain-363_leather-1,ainu1240,tonto,,,LEATHER,,
northeuralex-ain-369_knot-1,ainu1240,asiŋkop,,,KNOT,,
northeuralex-ain-373_collar-1,ainu1240,kotpaɾa,,,COLLAR,,
northeuralex-ain-376_belt-1,ainu1240,kut,,,BELT,,
northeuralex-ain-378_shoe-1,ainu1240,keɾ,,,SHOE,,
northeuralex-ain-38_leg-1,ainu1240,t͡sikiɾ,,,LEG,,
northeuralex-ain-38_leg-2,ainu1240,kema,,,LEG,,
northeuralex-ain-39_body-1,ainu1240,netoba,,,BODY,,
northeuralex-ain-3_nose-1,ainu1240,etu,,,NOSE,,
northeuralex-ain-408_book-1,ainu1240,kambisos,,,BOOK,,
northeuralex-ain-40_skin-1,ainu1240,kap,,,SKIN,,
northeuralex-ain-42_vein-1,ainu1240,ɾit,,,VEIN,,
northeuralex-ain-43_sinew-1,ainu1240,ɾit͡si,,,TENDON,,
northeuralex-ain-44_bone-1,ainu1240,pone,,,BONE,,
northeuralex-ain-46_heart-1,ainu1240,sambe,,,HEART,,
northeuralex-ain-48_liver-1,ainu1240,kinop,,,LIVER,,
northeuralex-ain-4_mouth-1,ainu1240,paɾ,,,MOUTH,,
northeuralex-ain-56_sky-1,ainu1240,kando,,,SKY,,
northeuralex-ain-57_sun-1,ainu1240,t͡sup,,,SUN,,
northeuralex-ain-57_sun-2,ainu1240,tokapt͡sup,,,SUN,,
northeuralex-ain-59_star-1,ainu1240,not͡siu,,,STAR,,
northeuralex-ain-5_tooth-1,ainu1240,nimaki,,,TOOTH,,
northeuralex-ain-6_tongue-1,ainu1240,paɾumbe,,,TONGUE,,
northeuralex-ain-70_fire-1,ainu1240,abe,,,FIRE,,
northeuralex-ain-7_lip-1,ainu1240,papus,,,LIP,,
northeuralex-ain-89_lake-1,ainu1240,to,,,LAKE,,
northeuralex-ain-94_hill-1,ainu1240,huɾu,,,HILL,,
northeuralex-ain-96_mountain-1,ainu1240,nupuɾi,,,MOUNTAIN,,
northeuralex-ain-97_summit-1,ainu1240,kita͡ɪ,,,SUMMIT,,
northeuralex-ain-9_face-1,ainu1240,nan,,,FACE,,
northeuralex-ale-103_shore-1,aleu1260,adim_hɛːdɛ,,,SHORE OF LAKE,,
northeuralex-ale-10_forehead-1,aleu1260,tɛneχ,,,FOREHEAD,,
northeuralex-ale-111_root-1,aleu1260,halɡeχ,,,ROOT,,
northeuralex-ale-112_tree-1,aleu1260,çaːɡɑχ,,,TREE,,
northeuralex-ale-113_trunk-1,aleu1260,t͡ʃyt͡ʃɛɡidɑχ,,,TREE TRUNK,,
northeuralex-ale-114_bark-1,aleu1260,qɑt͡ʃχ,,,BARK,,
northeuralex-ale-115_limb-1,aleu1260,tɛlʁeχ,,,BRANCH,,
northeuralex-ale-117_leaf-1,aleu1260,seʁleχ,,,LEAF,,
northeuralex-ale-11_hair-1,aleu1260,imleχ,,,HAIR,,
northeuralex-ale-129_egg-1,aleu1260,sɛːmlɑχ,,,EGG,,
northeuralex-ale-16_throat-1,aleu1260,t͡ʃoqɑχ,,,THROAT,,
northeuralex-ale-175_seed-1,aleu1260,qɛːsɑχ,,,SEED,,
northeuralex-ale-178_peelhusk-1,aleu1260,hɑχsxin,,,SKIN (OF FRUIT),,
northeuralex-ale-17_neck-1,aleu1260,ujoχ,,,NECK,,
northeuralex-ale-18_nape-1,aleu1260,t͡ʃynoχ,,,NAPE (OF NECK),,
northeuralex-ale-19_head-1,aleu1260,kamɡ,,,HEAD,,
northeuralex-ale-1_eye-1,aleu1260,dɑχ,,,EYE,,
northeuralex-ale-20_back-1,aleu1260,at͡ʃix,,,BACK,,
northeuralex-ale-21_belly-1,aleu1260,ilidɑχ,,,BELLY,,
northeuralex-ale-25_shoulder-1,aleu1260,simtysi,,,SHOULDER,,
northeuralex-ale-25_shoulder-2,aleu1260,qɑŋleχ,,,SHOULDER,,
northeuralex-ale-268_side-1,aleu1260,alym_aŋaː,,,SIDE,,
northeuralex-ale-273_edge-1,aleu1260,sɑʁeχ,,,EDGE,,
northeuralex-ale-274_corner-1,aleu1260,eqoχ,,,CORNER,,
northeuralex-ale-275_tip-1,aleu1260,t͡ʃytx,,,TIP (OF OBJECT),,
northeuralex-ale-277_hole-1,aleu1260,axsɛɡnɑχ,,,HOLE,,
northeuralex-ale-27_elbow-1,aleu1260,t͡ʃɛːŋeqloχ,,,ELBOW,,
northeuralex-ale-288_oar-1,aleu1260,noʁɛːseχ,,,OAR,,
northeuralex-ale-28_hand-1,aleu1260,t͡ʃɑχ,,,HAND,,
northeuralex-ale-2_ear-1,aleu1260,tytyseχ,,,EAR,,
northeuralex-ale-304_stick-1,aleu1260,tmyːseχ,,,STICK,,
northeuralex-ale-314_bed-1,aleu1260,isxɑχ,,,BED,,
northeuralex-ale-318_door-1,aleu1260,qɑm̥ix,,,DOOR,,
northeuralex-ale-31_fingernail-1,aleu1260,qɑɡalʁíχ,,,FINGERNAIL,,
northeuralex-ale-321_roof-1,aleu1260,kamoχ,,,ROOF,,
northeuralex-ale-324_spade-1,aleu1260,asyɡaseχ,,,SPADE,,
northeuralex-ale-325_shovel-1,aleu1260,hilɡiːseχ,,,SHOVEL,,
northeuralex-ale-326_fork-1,aleu1260,viːklɛx,,,FORK,,
northeuralex-ale-329_nail-1,aleu1260,asxoχ,,,NAIL (TOOL),,
northeuralex-ale-34_foot-1,aleu1260,kitɑχ,,,FOOT,,
northeuralex-ale-363_leather-1,aleu1260,iɡloqɑχ,,,LEATHER,,
northeuralex-ale-369_knot-1,aleu1260,qeɡloχ,,,KNOT,,
northeuralex-ale-373_collar-1,aleu1260,itχɑ,,,COLLAR,,
northeuralex-ale-376_belt-1,aleu1260,t͡ʃɛt͡ʃχoχ,,,BELT,,
northeuralex-ale-378_shoe-1,aleu1260,bɛsmɛkɑχ,,,SHOE,,
northeuralex-ale-38_leg-1,aleu1260,aliːɡɑχ,,,LEG,,
northeuralex-ale-39_body-1,aleu1260,iŋioχ,,,BODY,,
northeuralex-ale-3_nose-1,aleu1260,aŋ́usin,,,NOSE,,
northeuralex-ale-408_book-1,aleu1260,kalikɑχ,,,BOOK,,
northeuralex-ale-40_skin-1,aleu1260,qɑt͡ʃχ,,,SKIN,,
northeuralex-ale-42_vein-1,aleu1260,mɛneχ,,,VEIN,,
northeuralex-ale-43_sinew-1,aleu1260,iɡat͡ʃeχ,,,TENDON,,
northeuralex-ale-44_bone-1,aleu1260,qɑɡnɑχ,,,BONE,,
northeuralex-ale-46_heart-1,aleu1260,kanoːχ,,,HEART,,
northeuralex-ale-48_liver-1,aleu1260,ɑːʁeχ,,,LIVER,,
northeuralex-ale-4_mouth-1,aleu1260,aɡilʁeχ,,,MOUTH,,
northeuralex-ale-56_sky-1,aleu1260,ineχ,,,SKY,,
northeuralex-ale-57_sun-1,aleu1260,ɑʁɑdɑχ,,,SUN,,
northeuralex-ale-59_star-1,aleu1260,sdɑχ,,,STAR,,
northeuralex-ale-5_tooth-1,aleu1260,aɡaloχ,,,TOOTH,,
northeuralex-ale-6_tongue-1,aleu1260,aɡnɑχ,,,TONGUE,,
northeuralex-ale-70_fire-1,aleu1260,qeɡnɑχ,,,FIRE,,
northeuralex-ale-7_lip-1,aleu1260,adeχ,,,LIP,,
northeuralex-ale-89_lake-1,aleu1260,haneχ,,,LAKE,,
northeuralex-ale-94_hill-1,aleu1260,tymtɑχ,,,HILL,,
northeuralex-ale-96_mountain-1,aleu1260,keːʁyːseχ,,,MOUNTAIN,,
northeuralex-ale-97_summit-1,aleu1260,keːʁyːseχ,,,SUMMIT,,
northeuralex-ale-9_face-1,aleu1260,sɛɡimɑχ,,,FACE,,
northeuralex-arb-103_shore-1,stan1318,dˤɨfːa,,,SHORE OF LAKE,,
northeuralex-arb-10_forehead-1,stan1318,d͡ʒabiːn,,,FOREHEAD,,
northeuralex-arb-111_root-1,stan1318,asˤl,,,ROOT,,
northeuralex-arb-112_tree-1,stan1318,ʃad͡ʒara,,,TREE,,
northeuralex-arb-113_trunk-1,stan1318,d͡ʒiðʕ,,,TREE TRUNK,,
northeuralex-arb-114_bark-1,stan1318,qiʃra,,,BARK,,
northeuralex-arb-115_limb-1,stan1318,farʕ,,,BRANCH,,
northeuralex-arb-117_leaf-1,stan1318,waraqa,,,LEAF,,
northeuralex-arb-11_hair-1,stan1318,ʃaʕr,,,HAIR,,
northeuralex-arb-129_egg-1,stan1318,bajdˤ,,,EGG,,
northeuralex-arb-16_throat-1,stan1318,ħalq,,,THROAT,,
northeuralex-arb-175_seed-1,stan1318,zarʕ,,,SEED,,
northeuralex-arb-178_peelhusk-1,stan1318,qiʃra,,,SKIN (OF FRUIT),,
northeuralex-arb-17_neck-1,stan1318,ʕunuq,,,NECK,,
northeuralex-arb-17_neck-2,stan1318,raqaba,,,NECK,,
northeuralex-arb-18_nape-1,stan1318,qafan,,,NAPE (OF NECK),,
northeuralex-arb-19_head-1,stan1318,raʔs,,,HEAD,,
northeuralex-arb-1_eye-1,stan1318,ʕain,,,EYE,,
northeuralex-arb-20_back-1,stan1318,dˤɑhr,,,BACK,,
northeuralex-arb-21_belly-1,stan1318,batˤn,,,BELLY,,
northeuralex-arb-25_shoulder-1,stan1318,katif,,,SHOULDER,,
northeuralex-arb-268_side-1,stan1318,d͡ʒaːnib,,,SIDE,,
northeuralex-arb-273_edge-1,stan1318,ħaːfːa,,,EDGE,,
northeuralex-arb-274_corner-1,stan1318,rukn,,,CORNER,,
northeuralex-arb-275_tip-1,stan1318,sanː,,,TIP (OF OBJECT),,
northeuralex-arb-277_hole-1,stan1318,θuqb,,,HOLE,,
northeuralex-arb-27_elbow-1,stan1318,kuːʕ,,,ELBOW,,
northeuralex-arb-288_oar-1,stan1318,mid͡ʒðaːf,,,OAR,,
northeuralex-arb-28_hand-1,stan1318,jad,,,HAND,,
northeuralex-arb-2_ear-1,stan1318,uðun,,,EAR,,
northeuralex-arb-304_stick-1,stan1318,ʕɑsˤɑː,,,STICK,,
northeuralex-arb-314_bed-1,stan1318,sariːr,,,BED,,
northeuralex-arb-318_door-1,stan1318,baːb,,,DOOR,,
northeuralex-arb-31_fingernail-1,stan1318,dˤɨfr,,,FINGERNAIL,,
northeuralex-arb-321_roof-1,stan1318,sɑtˤħ,,,ROOF,,
northeuralex-arb-324_spade-1,stan1318,misħaːt,,,SPADE,,
northeuralex-arb-325_shovel-1,stan1318,mid͡ʒrafa,,,SHOVEL,,
northeuralex-arb-326_fork-1,stan1318,ʃauka,,,FORK,,
northeuralex-arb-329_nail-1,stan1318,mismaːr,,,NAIL (TOOL),,
northeuralex-arb-34_foot-1,stan1318,qadam,,,FOOT,,
northeuralex-arb-363_leather-1,stan1318,dzild,,,LEATHER,,
northeuralex-arb-369_knot-1,stan1318,ʕuqda,,,KNOT,,
northeuralex-arb-373_collar-1,stan1318,jaːqa,,,COLLAR,,
northeuralex-arb-376_belt-1,stan1318,ħizaːm,,,BELT,,
northeuralex-arb-378_shoe-1,stan1318,ħiðaːʔ,,,SHOE,,
northeuralex-arb-38_leg-1,stan1318,saːq,,,LEG,,
northeuralex-arb-39_body-1,stan1318,d͡ʒism,,,BODY,,
northeuralex-arb-3_nose-1,stan1318,anf,,,NOSE,,
northeuralex-arb-408_book-1,stan1318,kitaːb,,,BOOK,,
northeuralex-arb-40_skin-1,stan1318,baʃara,,,SKIN,,
northeuralex-arb-42_vein-1,stan1318,ʕirq,,,VEIN,,
northeuralex-arb-43_sinew-1,stan1318,tˤunub,,,TENDON,,
northeuralex-arb-44_bone-1,stan1318,ʕɑdˤm,,,BONE,,
northeuralex-arb-46_heart-1,stan1318,qalb,,,HEART,,
northeuralex-arb-48_liver-1,stan1318,kabid,,,LIVER,,
northeuralex-arb-4_mouth-1,stan1318,fam,,,MOUTH,,
northeuralex-arb-56_sky-1,stan1318,samaːʔ,,,SKY,,
northeuralex-arb-57_sun-1,stan1318,ʃams,,,SUN,,
northeuralex-arb-59_star-1,stan1318,nad͡ʒm,,,STAR,,
northeuralex-arb-59_star-2,stan1318,kaukab,,,STAR,,
northeuralex-arb-5_tooth-1,stan1318,sinː,,,TOOTH,,
northeuralex-arb-6_tongue-1,stan1318,lisaːn,,,TONGUE,,
northeuralex-arb-70_fire-1,stan1318,naːr,,,FIRE,,
northeuralex-arb-7_lip-1,stan1318,ʃafa,,,LIP,,
northeuralex-arb-89_lake-1,stan1318,buħajra,,,LAKE,,
northeuralex-arb-94_hill-1,stan1318,tal,,,HILL,,
northeuralex-arb-96_mountain-1,stan1318,d͡ʒabal,,,MOUNTAIN,,
northeuralex-arb-97_summit-1,stan1318,qimːa,,,SUMMIT,,
northeuralex-arb-9_face-1,stan1318,wad͡ʒh,,,FACE,,
northeuralex-bak-103_shore-1,bash1264,jar,,,SHORE OF LAKE,,
northeuralex-bak-10_forehead-1,bash1264,maŋlaj,,,FOREHEAD,,
northeuralex-bak-111_root-1,bash1264,tamɯr,,,ROOT,,
northeuralex-bak-112_tree-1,bash1264,aɣas,,,TREE,,
northeuralex-bak-113_trunk-1,bash1264,olon,,,TREE TRUNK,,
northeuralex-bak-113_trunk-2,bash1264,købæk,,,TREE TRUNK,,
northeuralex-bak-114_bark-1,bash1264,qabɯq,,,BARK,,
northeuralex-bak-115_limb-1,bash1264,botaq,,,BRANCH,,
northeuralex-bak-117_leaf-1,bash1264,japraq,,,LEAF,,
northeuralex-bak-11_hair-1,bash1264,sæs,,,HAIR,,
northeuralex-bak-129_egg-1,bash1264,jomortqa,,,EGG,,
northeuralex-bak-16_throat-1,bash1264,tamaq,,,THROAT,,
northeuralex-bak-175_seed-1,bash1264,orloq,,,SEED,,
northeuralex-bak-178_peelhusk-1,bash1264,qabɯq,,,SKIN (OF FRUIT),,
northeuralex-bak-17_neck-1,bash1264,mujɯn,,,NECK,,
northeuralex-bak-18_nape-1,bash1264,soŋqa,,,NAPE (OF NECK),,
northeuralex-bak-19_head-1,bash1264,baʃ,,,HEAD,,
northeuralex-bak-1_eye-1,bash1264,kyð,,,EYE,,
northeuralex-bak-20_back-1,bash1264,arqa,,,BACK,,
northeuralex-bak-21_belly-1,bash1264,qorhaq,,,BELLY,,
northeuralex-bak-25_shoulder-1,bash1264,jaurɯn,,,SHOULDER,,
northeuralex-bak-268_side-1,bash1264,jaq,,,SIDE,,
northeuralex-bak-273_edge-1,bash1264,qabɯrɣa,,,EDGE,,
northeuralex-bak-273_edge-2,bash1264,jan,,,EDGE,,
northeuralex-bak-274_corner-1,bash1264,møjøʃ,,,CORNER,,
northeuralex-bak-275_tip-1,bash1264,os,,,TIP (OF OBJECT),,
northeuralex-bak-277_hole-1,bash1264,tiʃek,,,HOLE,,
northeuralex-bak-27_elbow-1,bash1264,terhæk,,,ELBOW,,
northeuralex-bak-288_oar-1,bash1264,iʃkæk,,,OAR,,
northeuralex-bak-28_hand-1,bash1264,qul,,,HAND,,
northeuralex-bak-28_hand-2,bash1264,qul_suɣɯ,,,HAND,,
northeuralex-bak-2_ear-1,bash1264,qolaq,,,EAR,,
northeuralex-bak-304_stick-1,bash1264,tajaq,,,STICK,,
northeuralex-bak-314_bed-1,bash1264,karauat,,,BED,,
northeuralex-bak-318_door-1,bash1264,iʃek,,,DOOR,,
northeuralex-bak-31_fingernail-1,bash1264,tɯrnaq,,,FINGERNAIL,,
northeuralex-bak-321_roof-1,bash1264,tybæ,,,ROOF,,
northeuralex-bak-321_roof-2,bash1264,qɯjɯq,,,ROOF,,
northeuralex-bak-324_spade-1,bash1264,køræk,,,SPADE,,
northeuralex-bak-325_shovel-1,bash1264,køræk,,,SHOVEL,,
northeuralex-bak-326_fork-1,bash1264,sænske,,,FORK,,
northeuralex-bak-329_nail-1,bash1264,søj,,,NAIL (TOOL),,
northeuralex-bak-34_foot-1,bash1264,taban,,,FOOT,,
northeuralex-bak-363_leather-1,bash1264,kyn,,,LEATHER,,
northeuralex-bak-369_knot-1,bash1264,tøjøn,,,KNOT,,
northeuralex-bak-373_collar-1,bash1264,jaɣa,,,COLLAR,,
northeuralex-bak-376_belt-1,bash1264,qajɯʃ,,,BELT,,
northeuralex-bak-378_shoe-1,bash1264,tufli,,,SHOE,,
